Year,Circuit,Pos,Points,Number,Rider,Nation,Team,Motorcycle,Total Time,Km/h
2012,GBR,7,9,69,Nicky HAYDEN,USA,Ducati,Team DUCATI,41:31:956,170.468
2012,GBR,8,8,6,Stefan BRADL GER,LCR,Honda,MotoGP HONDA,41:38:950,169.991
2012,GBR,9,7,46,Valentino ROSSI,ITA,Ducati,Team DUCATI,41:52:567,169.07
2012,GBR,10,6,8,Hector BARBERA,SPA,Pramac,Racing Team DUCATI,41:57:757,168.721
2012,GBR,11,5,41,Aleix ESPARGARO,SPA,Power,Electronics Aspar ART,42:19:586,167.271
2012,GBR,12,4,14,Randy DE PUNIET,FRA,Power,Electronics Aspar ART,42:19:872,167.252
2012,GBR,13,3,51,Michele PIRRO,ITA,San,Carlo Honda Gresini FTR,42:23:719,166.999
2012,GBR,14,2,77,James ELLISON,GBR,Paul,Bird Motorsport ART,42:31:211,166.509
2012,GBR,15,1,68,Yonny HERNANDEZ,COL,Avintia,Blusens BQR,42:31:537,166.487
2012,AUS,1,25,1,Casey STONER,AUS,Repsol,Honda Team HONDA,41:01:324,175.655
2012,AUS,2,20,99,Jorge LORENZO,SPA,Yamaha,Factory Racing YAMAHA,41:10:547,174.999
2012,AUS,3,16,35,Cal CRUTCHLOW,GBR,Monster Yamaha Tech 3,YAMAHA,41:15:894,174.622
2012,AUS,4,13,4,Andrea DOVIZIOSO,ITA,Monster Yamaha Tech 3,YAMAHA,41:24:627,174.008
2012,AUS,5,11,19,Alvaro BAUTISTA,SPA,San,Carlo Honda Gresini HONDA,41:24:756,173.999
2012,AUS,6,10,6,Stefan BRADL GER,LCR,Honda,MotoGP HONDA,41:24:791,173.996
2012,AUS,7,9,46,Valentino ROSSI,ITA,Ducati,Team DUCATI,41:38:437,173.046
2012,AUS,8,8,69,Nicky HAYDEN,USA,Ducati,Team DUCATI,41:39:711,172.958
2012,AUS,9,7,17,Karel ABRAHAM,CZE,Cardion,AB Motoracing DUCATI,41:53:937,171.979
2012,AUS,10,6,41,Aleix ESPARGARO,SPA,Power,Electronics Aspar ART,42:01:623,171.455
2012,AUS,11,5,14,Randy DE PUNIET,FRA,Power,Electronics Aspar ART,42:01:666,171.452
2012,AUS,12,4,8,Hector BARBERA,SPA,Pramac,Racing Team DUCATI,42:23:275,169.995
2012,AUS,13,3,9,Danilo PETRUCCI,ITA,Came,IodaRacing Project IODA-SUTER,42:29:181,169.601
2012,AUS,14,2,51,Michele PIRRO,ITA,San,Carlo Honda Gresini FTR,41:13:539,168.314
2012,AUS,15,1,22,Ivan SILVA,SPA,Avintia,Blusens BQR,41:35:733,166.817
2012,MAL,1,25,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,29:29:049,146.771
2012,MAL,2,20,99,Jorge LORENZO,SPA,Yamaha,Factory Racing YAMAHA,29:32:823,146.459
2012,MAL,3,16,1,Casey STONER,AUS,Repsol,Honda Team HONDA,29:36:193,146.181
2012,MAL,4,13,69,Nicky HAYDEN,USA,Ducati,Team DUCATI,29:39:567,145.904
2012,MAL,5,11,46,Valentino ROSSI,ITA,Ducati,Team DUCATI,29:45:808,145.394
2012,MAL,6,10,19,Alvaro BAUTISTA,SPA,San,Carlo Honda Gresini HONDA,29:46:325,145.352
2012,MAL,7,9,8,Hector BARBERA,SPA,Pramac,Racing Team DUCATI,30:19:331,142.715
2012,MAL,8,8,41,Aleix ESPARGARO,SPA,Power,Electronics Aspar ART,30:20:634,142.613
2012,MAL,9,7,77,James ELLISON,GBR,Paul,Bird Motorsport ART,30:25:725,142.215
2012,MAL,10,6,17,Karel ABRAHAM,CZE,Cardion,AB Motoracing DUCATI,30:26:671,142.141
2012,MAL,11,5,9,Danilo PETRUCCI,ITA,Came,IodaRacing Project IODA-SUTER,30:31:854,141.739
2012,MAL,12,4,51,Michele PIRRO,ITA,San,Carlo Honda Gresini FTR,30:31:940,141.733
2012,MAL,13,3,4,Andrea DOVIZIOSO,ITA,Monster Yamaha Tech 3,YAMAHA,30:58:038,139.742
2017,VAL,1,25,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,46:08:125,156.2
2017,VAL,2,20,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,46:08:462,156.2
2017,VAL,3,16,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,46:18:986,155.6
2017,VAL,4,13,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,46:21:692,155.4
2017,VAL,5,11,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,46:21:942,155.4
2017,VAL,6,10,29,Andrea IANNONE,ITA,Team,SUZUKI ECSTAR SUZUKI,46:22:641,155.4
2017,VAL,7,9,43,Jack MILLER,AUS,"EG 0,0",Marc VDS HONDA,46:25:212,155.2
2017,VAL,8,8,35,Cal CRUTCHLOW GBR,LCR,Honda,HONDA,46:25:355,155.2
2017,VAL,9,7,51,Michele PIRRO,ITA,Ducati,Team DUCATI,46:34:067,154.8
2017,VAL,10,6,53,Tito RABAT,SPA,"EG 0,0",Marc VDS HONDA,46:35:145,154.7
2017,VAL,11,5,38,Bradley SMITH GBR Red Bull,KTM,Factory,Racing KTM,46:38:960,154.5
2017,VAL,12,4,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,46:43:137,154.3
2017,VAL,13,3,9,Danilo PETRUCCI,ITA,OCTO,Pramac Racing DUCATI,46:46:201,154.1
2017,VAL,14,2,17,Karel ABRAHAM,CZE,Pull&Bear,Aspar Team DUCATI,46:50:113,153.9
2017,VAL,15,1,8,Hector BARBERA,SPA,Reale,Avintia Racing DUCATI,46:55:828,153.6
2017,ARA,1,25,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,42:06:816,166.3
2017,ARA,2,20,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,42:07:695,166.3
2017,ARA,3,16,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,42:08:844,166.2
2017,ARA,4,13,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,42:12:072,166.0
2017,ARA,5,11,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,42:12:698,165.9
2017,ARA,6,10,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,42:13:778,165.9
2017,ARA,7,9,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,42:14:271,165.8
2017,ARA,8,8,19,Alvaro BAUTISTA,SPA,Pull&Bear,Aspar Team DUCATI,42:14:726,165.8
2017,ARA,9,7,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,42:19:818,165.5
2017,ARA,10,6,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,42:20:891,165.4
2017,ARA,11,5,36,Mika KALLIO FIN Red Bull,KTM,Factory,Racing KTM,42:24:008,165.2
2017,ARA,12,4,29,Andrea IANNONE,ITA,Team,SUZUKI ECSTAR SUZUKI,42:27:448,165.0
2017,ARA,13,3,43,Jack MILLER,AUS,"EG 0,0",Marc VDS HONDA,42:30:702,164.8
2017,ARA,14,2,45,Scott REDDING,GBR,OCTO,Pramac Racing DUCATI,42:32:339,164.7
2017,ARA,15,1,53,Tito RABAT,SPA,"EG 0,0",Marc VDS HONDA,42:32:898,164.6
2017,JPN,1,25,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,47:14:236,146.3
2017,JPN,2,20,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,47:14:485,146.3
2017,JPN,3,16,9,Danilo PETRUCCI,ITA,OCTO,Pramac Racing DUCATI,47:24:793,145.8
2017,JPN,4,13,29,Andrea IANNONE,ITA,Team,SUZUKI ECSTAR SUZUKI,47:33:081,145.3
2017,JPN,5,11,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,47:37:218,145.1
2017,JPN,6,10,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,47:38:700,145.1
2017,JPN,7,9,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,47:42:246,144.9
2017,JPN,8,8,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,47:43:711,144.8
2017,JPN,9,7,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,47:50:811,144.4
2017,JPN,10,6,76,Loris BAZ,FRA,Reale,Avintia Racing DUCATI,48:02:742,143.8
2017,JPN,11,5,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,48:10:593,143.5
2017,JPN,12,4,21,Katsuyuki NAKASUGA,JPN,Yamalube,Yamaha Factory Rac YAMAHA,48:14:417,143.3
2017,JPN,13,3,22,Sam LOWES,GBR,Aprilia,Racing Team Gresini APRILIA,48:15:216,143.2
2017,JPN,14,2,8,Hector BARBERA,SPA,Reale,Avintia Racing DUCATI,48:17:354,143.1
2017,JPN,15,1,53,Tito RABAT,SPA,"EG 0,0",Marc VDS HONDA,48:17:750,143.1
2017,ITA,1,25,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,41:32:126,174.2
2017,ITA,2,20,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,41:33:407,174.1
2017,ITA,3,16,9,Danilo PETRUCCI,ITA,OCTO,Pramac Racing DUCATI,41:34:460,174.1
2017,ITA,4,13,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,41:35:811,174.0
2017,ITA,5,11,19,Alvaro BAUTISTA,SPA,Pull&Bear,Aspar Team DUCATI,41:37:928,173.8
2017,ITA,6,10,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,41:38:011,173.8
2017,ITA,7,9,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,41:45:331,173.3
2017,ITA,8,8,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,41:46:519,173.2
2017,ITA,9,7,51,Michele PIRRO,ITA,Ducati,Team DUCATI,41:47:006,173.2
2017,ITA,10,6,29,Andrea IANNONE,ITA,Team,SUZUKI ECSTAR SUZUKI,41:47:628,173.1
2017,ITA,11,5,53,Tito RABAT,SPA,"EG 0,0",Marc VDS HONDA,41:54:130,172.7
2017,ITA,12,4,45,Scott REDDING,GBR,OCTO,Pramac Racing DUCATI,41:57:078,172.5
2017,ITA,13,3,94,Jonas FOLGER,GER,Monster Yamaha Tech 3,YAMAHA,42:00:286,172.3
2017,ITA,14,2,8,Hector BARBERA,SPA,Reale,Avintia Racing DUCATI,42:02:802,172.1
2017,ITA,15,1,43,Jack MILLER,AUS,"EG 0,0",Marc VDS HONDA,42:02:905,172.1
2017,ARG,1,25,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,41:45:060,172.6
2017,ARG,2,20,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,41:47:975,172.4
2017,ARG,3,16,35,Cal CRUTCHLOW GBR,LCR,Honda,HONDA,41:48:814,172.4
2017,ARG,4,13,19,Alvaro BAUTISTA,SPA,Pull&Bear,Aspar Team DUCATI,41:51:583,172.2
2017,ARG,5,11,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,42:00:564,171.6
2017,ARG,6,10,94,Jonas FOLGER,GER,Monster Yamaha Tech 3,YAMAHA,42:03:301,171.4
2017,ARG,7,9,9,Danilo PETRUCCI,ITA,OCTO,Pramac Racing DUCATI,42:05:106,171.2
2017,ARG,8,8,45,Scott REDDING,GBR,OCTO,Pramac Racing DUCATI,42:10:540,170.9
2017,ARG,9,7,43,Jack MILLER,AUS,"EG 0,0",Marc VDS HONDA,42:10:725,170.9
2017,ARG,10,6,17,Karel ABRAHAM,CZE,Pull&Bear,Aspar Team DUCATI,42:11:463,170.8
2017,ARG,11,5,76,Loris BAZ,FRA,Reale,Avintia Racing DUCATI,42:12:012,170.8
2017,ARG,12,4,53,Tito RABAT,SPA,"EG 0,0",Marc VDS HONDA,42:26:935,169.8
2017,ARG,13,3,8,Hector BARBERA,SPA,Reale,Avintia Racing DUCATI,42:27:830,169.7
2017,ARG,14,2,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,42:28:145,169.7
2017,ARG,15,1,38,Bradley SMITH GBR Red Bull,KTM,Factory,Racing KTM,42:28:512,169.7
2017,QAT,1,25,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,38:59:999,165.5
2017,QAT,2,20,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,39:00:460,165.5
2017,QAT,3,16,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,39:01:927,165.4
2017,QAT,4,13,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,39:06:744,165.0
2017,QAT,5,11,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,39:07:127,165.0
2017,QAT,6,10,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,39:07:660,164.9
2017,QAT,7,9,45,Scott REDDING,GBR,OCTO,Pramac Racing DUCATI,39:09:781,164.8
2017,QAT,8,8,43,Jack MILLER,AUS,"EG 0,0",Marc VDS HONDA,39:14:485,164.5
2017,QAT,9,7,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,39:14:787,164.4
2017,QAT,10,6,94,Jonas FOLGER,GER,Monster Yamaha Tech 3,YAMAHA,39:15:068,164.4
2017,QAT,11,5,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,39:20:515,164.0
2017,QAT,12,4,76,Loris BAZ,FRA,Reale,Avintia Racing DUCATI,39:21:254,164.0
2017,QAT,13,3,8,Hector BARBERA,SPA,Reale,Avintia Racing DUCATI,39:28:827,163.5
2017,QAT,14,2,17,Karel ABRAHAM,CZE,Pull&Bear,Aspar Team DUCATI,39:29:122,163.5
2017,QAT,15,1,53,Tito RABAT,SPA,"EG 0,0",Marc VDS HONDA,39:29:469,163.4
2017,CAT,1,25,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,44:41:518,156.2
2017,CAT,2,20,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,44:45:062,156.0
2017,CAT,3,16,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,44:48:292,155.8
2017,CAT,4,13,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,44:51:126,155.6
2017,CAT,5,11,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,44:55:356,155.4
2017,CAT,6,10,94,Jonas FOLGER,GER,Monster Yamaha Tech 3,YAMAHA,44:55:439,155.4
2017,CAT,7,9,19,Alvaro BAUTISTA,SPA,Pull&Bear,Aspar Team DUCATI,44:58:281,155.2
2017,CAT,8,8,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,45:02:339,155.0
2017,CAT,9,7,8,Hector BARBERA,SPA,Reale,Avintia Racing DUCATI,45:05:470,154.8
2017,CAT,10,6,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,45:05:707,154.8
2017,CAT,11,5,35,Cal CRUTCHLOW GBR,LCR,Honda,HONDA,45:09:847,154.6
2017,CAT,12,4,76,Loris BAZ,FRA,Reale,Avintia Racing DUCATI,45:14:799,154.3
2017,CAT,13,3,45,Scott REDDING,GBR,OCTO,Pramac Racing DUCATI,45:16:718,154.2
2017,CAT,14,2,17,Karel ABRAHAM,CZE,Pull&Bear,Aspar Team DUCATI,45:20:954,153.9
2017,CAT,15,1,53,Tito RABAT,SPA,"EG 0,0",Marc VDS HONDA,45:22:390,153.8
2017,NED,1,25,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,41:41:149,169.9
2017,NED,2,20,9,Danilo PETRUCCI,ITA,OCTO,Pramac Racing DUCATI,41:41:212,169.9
2017,NED,3,16,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,41:46:350,169.6
2017,NED,4,13,35,Cal CRUTCHLOW GBR,LCR,Honda,HONDA,41:46:392,169.6
2017,NED,5,11,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,41:46:476,169.6
2017,NED,6,10,43,Jack MILLER,AUS,"EG 0,0",Marc VDS HONDA,42:04:539,168.3
2017,NED,7,9,17,Karel ABRAHAM,CZE,Pull&Bear,Aspar Team DUCATI,42:18:131,167.4
2017,NED,8,8,76,Loris BAZ,FRA,Reale,Avintia Racing DUCATI,42:18:207,167.4
2017,NED,9,7,29,Andrea IANNONE,ITA,Team,SUZUKI ECSTAR SUZUKI,42:18:315,167.4
2017,NED,10,6,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,42:43:078,165.8
2017,NED,11,5,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,42:50:533,165.3
2017,NED,12,4,53,Tito RABAT,SPA,"EG 0,0",Marc VDS HONDA,42:51:270,165.3
2017,NED,13,3,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,42:51:493,165.3
2017,NED,14,2,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,43:16:804,163.7
2017,NED,15,1,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,41:44:184,163.2
2017,GER,1,25,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,40:59:525,161.1
2017,GER,2,20,94,Jonas FOLGER,GER,Monster Yamaha Tech 3,YAMAHA,41:02:835,160.9
2017,GER,3,16,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,41:11:071,160.4
2017,GER,4,13,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,41:13:778,160.2
2017,GER,5,11,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,41:14:505,160.2
2017,GER,6,10,19,Alvaro BAUTISTA,SPA,Pull&Bear,Aspar Team DUCATI,41:16:059,160.1
2017,GER,7,9,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,41:19:261,159.9
2017,GER,8,8,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,41:19:713,159.8
2017,GER,9,7,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,41:20:663,159.8
2017,GER,10,6,35,Cal CRUTCHLOW GBR,LCR,Honda,HONDA,41:23:735,159.6
2017,GER,11,5,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,41:25:184,159.5
2017,GER,12,4,9,Danilo PETRUCCI,ITA,OCTO,Pramac Racing DUCATI,41:31:065,159.1
2017,GER,13,3,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,41:31:704,159.1
2017,GER,14,2,38,Bradley SMITH GBR Red Bull,KTM,Factory,Racing KTM,41:35:978,158.8
2017,GER,15,1,43,Jack MILLER,AUS,"EG 0,0",Marc VDS HONDA,41:37:296,158.7
2017,FRA,1,25,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,43:29:793,161.6
2017,FRA,2,20,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,43:32:927,161.4
2017,FRA,3,16,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,43:37:510,161.1
2017,FRA,4,13,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,43:41:016,160.9
2017,FRA,5,11,35,Cal CRUTCHLOW GBR,LCR,Honda,HONDA,43:43:312,160.8
2017,FRA,6,10,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,43:53:795,160.1
2017,FRA,7,9,94,Jonas FOLGER,GER,Monster Yamaha Tech 3,YAMAHA,43:55:526,160.0
2017,FRA,8,8,43,Jack MILLER,AUS,"EG 0,0",Marc VDS HONDA,44:02:396,159.6
2017,FRA,9,7,76,Loris BAZ,FRA,Reale,Avintia Racing DUCATI,44:15:577,158.8
2017,FRA,10,6,29,Andrea IANNONE,ITA,Team,SUZUKI ECSTAR SUZUKI,44:18:125,158.7
2017,FRA,11,5,53,Tito RABAT,SPA,"EG 0,0",Marc VDS HONDA,44:19:829,158.5
2017,FRA,12,4,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,44:22:454,158.4
2017,FRA,13,3,38,Bradley SMITH GBR Red Bull,KTM,Factory,Racing KTM,44:22:972,158.4
2017,FRA,14,2,22,Sam LOWES,GBR,Aprilia,Racing Team Gresini APRILIA,44:25:225,158.2
2017,FRA,15,1,50,Sylvain GUINTOLI,FRA,Team,SUZUKI ECSTAR SUZUKI,44:36:671,157.6
2017,GBR,1,25,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,40:45:496,173.7
2017,GBR,2,20,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,40:45:610,173.6
2017,GBR,3,16,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,40:46:245,173.6
2017,GBR,4,13,35,Cal CRUTCHLOW GBR,LCR,Honda,HONDA,40:47:175,173.5
2017,GBR,5,11,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,40:49:004,173.4
2017,GBR,6,10,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,40:52:497,173.2
2017,GBR,7,9,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,40:56:440,172.9
2017,GBR,8,8,45,Scott REDDING,GBR,OCTO,Pramac Racing DUCATI,40:59:123,172.7
2017,GBR,9,7,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,41:01:157,172.6
2017,GBR,10,6,19,Alvaro BAUTISTA,SPA,Pull&Bear,Aspar Team DUCATI,41:10:775,171.9
2017,GBR,11,5,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,41:15:832,171.5
2017,GBR,12,4,53,Tito RABAT,SPA,"EG 0,0",Marc VDS HONDA,41:17:105,171.4
2017,GBR,13,3,17,Karel ABRAHAM,CZE,Pull&Bear,Aspar Team DUCATI,41:17:441,171.4
2017,GBR,14,2,8,Hector BARBERA,SPA,Reale,Avintia Racing DUCATI,41:19:063,171.3
2017,GBR,15,1,76,Loris BAZ,FRA,Reale,Avintia Racing DUCATI,41:19:397,171.3
2017,AUS,1,25,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,40:49:772,176.4
2017,AUS,2,20,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,40:51:571,176.3
2017,AUS,3,16,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,40:51:598,176.3
2017,AUS,4,13,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,40:51:614,176.3
2017,AUS,5,11,35,Cal CRUTCHLOW GBR,LCR,Honda,HONDA,40:53:617,176.2
2017,AUS,6,10,29,Andrea IANNONE,ITA,Team,SUZUKI ECSTAR SUZUKI,40:53:643,176.2
2017,AUS,7,9,43,Jack MILLER,AUS,"EG 0,0",Marc VDS HONDA,40:55:391,176.0
2017,AUS,8,8,42,Alex RINS,SPA,Team,SUZUKI ECSTAR SUZUKI,41:01:980,175.6
2017,AUS,9,7,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,41:06:023,175.3
2017,AUS,10,6,38,Bradley SMITH GBR Red Bull,KTM,Factory,Racing KTM,41:06:034,175.3
2017,AUS,11,5,45,Scott REDDING,GBR,OCTO,Pramac Racing DUCATI,41:11:424,174.9
2017,AUS,12,4,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,41:11:440,174.9
2017,AUS,13,3,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,41:11:464,174.9
2017,AUS,14,2,17,Karel ABRAHAM,CZE,Pull&Bear,Aspar Team DUCATI,41:15:882,174.6
2017,AUS,15,1,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,41:15:940,174.6
2017,MAL,1,25,4,Andrea DOVIZIOSO,ITA,Ducati,Team DUCATI,44:51:497,148.2
2017,MAL,2,20,99,Jorge LORENZO,SPA,Ducati,Team DUCATI,44:52:240,148.2
2017,MAL,3,16,5,Johann ZARCO,FRA,Monster Yamaha Tech 3,YAMAHA,45:01:235,147.7
2017,MAL,4,13,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,45:09:260,147.3
2017,MAL,5,11,26,Dani PEDROSA,SPA,Repsol,Honda Team HONDA,45:20:641,146.6
2017,MAL,6,10,9,Danilo PETRUCCI,ITA,OCTO,Pramac Racing DUCATI,45:21:877,146.6
2017,MAL,7,9,46,Valentino ROSSI,ITA,Movistar,Yamaha MotoGP YAMAHA,45:22:266,146.6
2017,MAL,8,8,43,Jack MILLER,AUS,"EG 0,0",Marc VDS HONDA,45:26:735,146.3
2017,MAL,9,7,25,Maverick VIÑALES,SPA,Movistar,Yamaha MotoGP YAMAHA,45:29:550,146.2
2017,MAL,10,6,44,Pol ESPARGARO SPA Red Bull,KTM,Factory,Racing KTM,45:31:344,146.1
2017,MAL,11,5,19,Alvaro BAUTISTA,SPA,Pull&Bear,Aspar Team DUCATI,45:34:056,145.9
2017,MAL,12,4,38,Bradley SMITH GBR Red Bull,KTM,Factory,Racing KTM,45:36:099,145.8
2017,MAL,13,3,45,Scott REDDING,GBR,OCTO,Pramac Racing DUCATI,45:40:193,145.6
2017,MAL,14,2,8,Hector BARBERA,SPA,Reale,Avintia Racing DUCATI,45:41:555,145.5
2017,MAL,15,1,35,Cal CRUTCHLOW GBR,LCR,Honda,HONDA,45:42:202,145.5
2021,VAL,1,25,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,41:15:481,157.2
2021,VAL,2,20,89,Jorge MARTIN,SPA,Pramac,Racing DUCATI,41:15:970,157.2
2021,VAL,3,16,43,Jack MILLER,AUS,Ducati,Lenovo Team DUCATI,41:16:304,157.2
2021,VAL,4,13,36,Joan MIR,SPA,Team,SUZUKI ECSTAR SUZUKI,41:20:695,156.9
2021,VAL,5,11,20,Fabio QUARTARARO,FRA,Monster,Energy Yamaha MotoGP YAMAHA,41:20:920,156.9
2021,VAL,6,10,5,Johann ZARCO,FRA,Pramac,Racing DUCATI,41:22:474,156.8
2021,VAL,7,9,33,Brad BINDER RSA Red Bull,KTM,Factory,Racing KTM,41:23:918,156.7
2021,VAL,8,8,23,Enea BASTIANINI,ITA,Avintia,Esponsorama DUCATI,41:26:414,156.5
2021,VAL,9,7,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,41:28:132,156.4
2021,VAL,10,6,46,Valentino ROSSI,ITA,Petronas,Yamaha SRT YAMAHA,41:28:949,156.4
2021,VAL,11,5,21,Franco MORBIDELLI,ITA,Monster,Energy Yamaha MotoGP YAMAHA,41:29:566,156.3
2021,VAL,12,4,4,Andrea DOVIZIOSO,ITA,Petronas,Yamaha SRT YAMAHA,41:32:015,156.2
2021,VAL,13,3,73,Alex MARQUEZ SPA,LCR,Honda,CASTROL HONDA,41:32:540,156.1
2021,VAL,14,2,88,Miguel OLIVEIRA POR Red Bull,KTM,Factory,Racing KTM,41:33:702,156.1
2021,VAL,15,1,27,Iker LECUONA,SPA,Tech 3,KTM Factory Racing KTM,41:34:714,156.0
2021,ARA,1,25,63,Francesco BAGNAIA,ITA,Ducati,Lenovo Team DUCATI,41:44:422,167.8
2021,ARA,2,20,93,Marc MARQUEZ,SPA,Repsol,Honda Team HONDA,41:45:095,167.8
2021,ARA,3,16,36,Joan MIR,SPA,Team,SUZUKI ECSTAR SUZUKI,41:48:333,167.5
2021,ARA,4,13,41,Aleix ESPARGARO,SPA,Aprilia,Racing Team Gresini APRILIA,41:53:691,167.2
2021,ARA,5,11,43,Jack MILLER,AUS,Ducati,Lenovo Team DUCATI,41:56:350,167.0
2021,ARA,6,10,23,Enea BASTIANINI,ITA,Avintia,Esponsorama DUCATI,41:58:179,166.9
