Year,Circuit,Pos,Points,Number,Rider,Nation,Team,Motorcycle,Total Time,Km/h,GAP
2020,FRA,13,3,63,Finn SAINZ,ITA,Stratus Motorsport Group 7,Racing DUCATI,46:29:087,140.4,+33.351
2020,FRA,14,2,41,Leo GASLY,SPA,Vortex Racing Group 20,Racing Team Gresini APRILIA,46:34:912,140.2,+39.176
2020,FRA,15,1,27,Jack OCON,KTM,Stratus Motorsport Group 31,KTM,46:46:823,139.6,+51.087
2003,VAL,1,25,46,Alex WEBER,ITA,Apex Racing Group 1,Honda HONDA,47:14:078,152.674,0
2003,VAL,2,20,15,Daniel MILLER,SPA,Nexus Motorsports Group 34,Movistar Honda HONDA,47:14:759,152.638,+0.681
2003,VAL,3,16,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,47:25:305,152.072,+11.227
2003,VAL,4,13,3,Lando ALBON,ITA,Aurora Racing Group 35,Pramac Pons HONDA,47:30:371,151.801,+16.293
2003,VAL,5,11,7,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,47:34:946,151.558,+20.868
2003,VAL,6,10,4,Carlos ROSSI,BRA,Apex Racing Group 37,Yamaha Team YAMAHA,47:44:929,151.03,+30.851
2003,VAL,7,9,12,Lewis TSUNODA,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,47:51:848,150.666,+37.770
2003,VAL,8,8,45,Pierre MARQUEZ,USA,Quantum Motorsports Group 38,Aprilia Racing APRILIA,47:53:000,150.605,+38.922
2003,VAL,9,7,17,Charles SMITH,JPN,Nebula GP Group 36,Yamaha Team YAMAHA,47:54:307,150.537,+40.229
2003,VAL,10,6,6,Oliver LECLERC,JPN,Stratus Motorsport Group 7,Honda HONDA,48:00:578,150.209,+46.500
2003,VAL,11,5,10,Daniel MILLER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,48:15:574,149.431,+61.496
2003,VAL,12,4,99,George SILVA,GBR,Zenith Racing Group 40,Team KR PROTON KR,48:18:588,149.275,+64.510
2003,VAL,13,3,21,Alex WEBER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,48:19:269,149.24,+65.191
2003,VAL,14,2,23,John DUPONT,JPN,Nexus Motorsports Group 34,Movistar Honda HONDA,48:20:090,149.198,+66.012
2003,VAL,15,1,41,Alex WEBER,JPN,Quantum Motorsports Group 38,Aprilia Racing APRILIA,48:20:232,149.191,+66.154
2003,JPN,1,25,46,Alex WEBER,ITA,Apex Racing Group 1,Honda HONDA,44:14:182,165.949,0
2003,JPN,2,20,3,Lando ALBON,ITA,Aurora Racing Group 35,Pramac Pons HONDA,44:20:627,165.547,+6.445
2003,JPN,3,16,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,44:22:391,165.437,+8.209
2003,JPN,4,13,15,Daniel MILLER,SPA,Nexus Motorsports Group 34,Movistar Honda HONDA,44:27:391,165.127,+13.209
2003,JPN,5,11,12,Lewis TSUNODA,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,44:37:281,164.517,+23.099
2003,JPN,6,10,45,Pierre MARQUEZ,USA,Quantum Motorsports Group 38,Aprilia Racing APRILIA,44:43:222,164.152,+29.040
2003,JPN,7,9,69,Hans VETTEL,USA,Apex Racing Group 1,Honda HONDA,44:43:308,164.147,+29.126
2003,JPN,8,8,4,Carlos ROSSI,BRA,Apex Racing Group 37,Yamaha Team YAMAHA,44:44:708,164.061,+30.526
2003,JPN,9,7,56,Lucas NORRIS,JPN,Horizon GP Group 41,Yamaha Team YAMAHA,44:47:629,163.883,+33.447
2003,JPN,10,6,7,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,44:54:382,163.472,+40.200
2003,JPN,11,5,17,Charles SMITH,JPN,Nebula GP Group 36,Yamaha Team YAMAHA,44:58:972,163.194,+44.790
2003,JPN,12,4,41,Alex WEBER,JPN,Quantum Motorsports Group 38,Aprilia Racing APRILIA,45:17:540,162.079,+63.358
2003,JPN,13,3,21,Alex WEBER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,45:18:132,162.043,+63.950
2003,JPN,14,2,10,Daniel MILLER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,45:18:267,162.035,+64.085
2003,JPN,15,1,19,Leo GASLY,FRA,Apex Racing Group 37,Yamaha Team YAMAHA,45:24:172,161.684,+69.990
2003,ITA,1,25,46,Alex WEBER,ITA,Apex Racing Group 1,Honda HONDA,43:29:008,166.52,0
2003,ITA,2,20,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,43:30:424,166.429,+1.416
2003,ITA,3,16,3,Lando ALBON,ITA,Aurora Racing Group 35,Pramac Pons HONDA,43:33:584,166.228,+4.576
2003,ITA,4,13,6,Oliver LECLERC,JPN,Stratus Motorsport Group 7,Honda HONDA,43:42:218,165.68,+13.210
2003,ITA,5,11,56,Lucas NORRIS,JPN,Horizon GP Group 41,Yamaha Team YAMAHA,43:42:419,165.668,+13.411
2003,ITA,6,10,11,Carlos ROSSI,JPN,Aurora Racing Group 35,Pramac Pons HONDA,43:42:674,165.652,+13.666
2003,ITA,7,9,15,Daniel MILLER,SPA,Nexus Motorsports Group 34,Movistar Honda HONDA,43:43:261,165.615,+14.253
2003,ITA,8,8,7,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,43:51:819,165.076,+22.811
2003,ITA,9,7,45,Pierre MARQUEZ,USA,Quantum Motorsports Group 38,Aprilia Racing APRILIA,44:02:064,164.436,+33.056
2003,ITA,10,6,19,Leo GASLY,FRA,Apex Racing Group 37,Yamaha Team YAMAHA,44:07:890,164.074,+38.882
2003,ITA,11,5,33,Lewis TSUNODA,ITA,Nebula GP Group 36,Yamaha Team YAMAHA,44:07:985,164.068,+38.977
2003,ITA,12,4,69,Hans VETTEL,USA,Apex Racing Group 1,Honda HONDA,44:17:647,163.471,+48.639
2003,ITA,13,3,23,John DUPONT,JPN,Nexus Motorsports Group 34,Movistar Honda HONDA,44:19:191,163.376,+50.183
2003,ITA,14,2,66,Matteo ALONSO,GER,Apex Racing Group 13,Racing Team KAWASAKI,44:23:221,163.129,+54.213
2003,ITA,15,1,8,Pierre MARQUEZ,AUS,Apex Racing Group 13,Racing Team KAWASAKI,44:52:289,161.367,+83.281
2003,CAT,1,25,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,44:22:758,159.83,0
2003,CAT,2,20,46,Alex WEBER,ITA,Apex Racing Group 1,Honda HONDA,44:25:833,159.646,+3.075
2003,CAT,3,16,15,Daniel MILLER,SPA,Nexus Motorsports Group 34,Movistar Honda HONDA,44:27:102,159.57,+4.344
2003,CAT,4,13,7,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,44:27:693,159.534,+4.935
2003,CAT,5,11,56,Lucas NORRIS,JPN,Horizon GP Group 41,Yamaha Team YAMAHA,44:27:761,159.53,+5.003
2003,CAT,6,10,11,Carlos ROSSI,JPN,Aurora Racing Group 35,Pramac Pons HONDA,44:43:345,158.603,+20.587
2003,CAT,7,9,6,Oliver LECLERC,JPN,Stratus Motorsport Group 7,Honda HONDA,44:45:740,158.462,+22.982
2003,CAT,8,8,4,Carlos ROSSI,BRA,Apex Racing Group 37,Yamaha Team YAMAHA,44:47:747,158.343,+24.989
2003,CAT,9,7,69,Hans VETTEL,USA,Apex Racing Group 1,Honda HONDA,44:49:917,158.216,+27.159
2003,CAT,10,6,12,Lewis TSUNODA,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,44:53:134,158.027,+30.376
2003,CAT,11,5,23,John DUPONT,JPN,Nexus Motorsports Group 34,Movistar Honda HONDA,44:55:951,157.861,+33.193
2003,CAT,12,4,41,Alex WEBER,JPN,Quantum Motorsports Group 38,Aprilia Racing APRILIA,45:03:201,157.438,+40.443
2003,CAT,13,3,33,Lewis TSUNODA,ITA,Nebula GP Group 36,Yamaha Team YAMAHA,45:03:203,157.438,+40.445
2003,CAT,14,2,3,Lando ALBON,ITA,Aurora Racing Group 35,Pramac Pons HONDA,45:05:083,157.328,+42.325
2003,CAT,15,1,21,Alex WEBER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,45:11:417,156.961,+48.659
2003,NED,1,25,15,Daniel MILLER,SPA,Nexus Motorsports Group 34,Movistar Honda HONDA,42:40:006,161.096,0
2003,NED,2,20,3,Lando ALBON,ITA,Aurora Racing Group 35,Pramac Pons HONDA,42:50:117,160.462,+10.111
2003,NED,3,16,46,Alex WEBER,ITA,Apex Racing Group 1,Honda HONDA,42:53:881,160.227,+13.875
2003,NED,4,13,7,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,43:16:984,158.801,+36.978
2003,NED,5,11,19,Leo GASLY,FRA,Apex Racing Group 37,Yamaha Team YAMAHA,43:20:351,158.596,+40.345
2003,NED,6,10,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,43:22:183,158.484,+42.177
2003,NED,7,9,45,Pierre MARQUEZ,USA,Quantum Motorsports Group 38,Aprilia Racing APRILIA,43:30:524,157.977,+50.518
2003,NED,8,8,4,Carlos ROSSI,BRA,Apex Racing Group 37,Yamaha Team YAMAHA,43:39:029,157.464,+59.023
2003,NED,9,7,12,Lewis TSUNODA,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,44:13:542,155.415,+93.536
2003,NED,10,6,66,Matteo ALONSO,GER,Apex Racing Group 13,Racing Team KAWASAKI,44:16:409,155.247,+96.403
2003,NED,11,5,69,Hans VETTEL,USA,Apex Racing Group 1,Honda HONDA,44:19:039,155.094,+99.033
2003,NED,12,4,11,Carlos ROSSI,JPN,Aurora Racing Group 35,Pramac Pons HONDA,44:22:404,154.898,+102.398
2003,NED,13,3,56,Lucas NORRIS,JPN,Horizon GP Group 41,Yamaha Team YAMAHA,44:23:696,154.823,+103.690
2003,NED,14,2,88,Hans VETTEL,AUS,Apex Racing Group 13,Racing Team KAWASAKI,43:45:761,148.794,+65.755
2003,NED,15,1,21,Alex WEBER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,43:49:247,148.596,+69.241
2003,POR,1,25,46,Alex WEBER,ITA,Apex Racing Group 1,Honda HONDA,46:49:005,150.122,0
2003,POR,2,20,3,Lando ALBON,ITA,Aurora Racing Group 35,Pramac Pons HONDA,46:51:099,150.01,+2.094
2003,POR,3,16,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,46:54:259,149.842,+5.254
2003,POR,4,13,15,Daniel MILLER,SPA,Nexus Motorsports Group 34,Movistar Honda HONDA,46:54:274,149.841,+5.269
2003,POR,5,11,11,Carlos ROSSI,JPN,Aurora Racing Group 35,Pramac Pons HONDA,46:59:586,149.559,+10.581
2003,POR,6,10,12,Lewis TSUNODA,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,47:03:251,149.365,+14.246
2003,POR,7,9,33,Lewis TSUNODA,ITA,Nebula GP Group 36,Yamaha Team YAMAHA,47:05:148,149.264,+16.143
2003,POR,8,8,7,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,47:07:088,149.162,+18.083
2003,POR,9,7,69,Hans VETTEL,USA,Apex Racing Group 1,Honda HONDA,47:07:289,149.151,+18.284
2003,POR,10,6,6,Oliver LECLERC,JPN,Stratus Motorsport Group 7,Honda HONDA,47:10:820,148.965,+21.815
2003,POR,11,5,4,Carlos ROSSI,BRA,Apex Racing Group 37,Yamaha Team YAMAHA,47:13:064,148.847,+24.059
2003,POR,12,4,56,Lucas NORRIS,JPN,Horizon GP Group 41,Yamaha Team YAMAHA,47:16:087,148.688,+27.082
2003,POR,13,3,19,Leo GASLY,FRA,Apex Racing Group 37,Yamaha Team YAMAHA,47:16:656,148.658,+27.651
2003,POR,14,2,45,Pierre MARQUEZ,USA,Quantum Motorsports Group 38,Aprilia Racing APRILIA,47:20:510,148.457,+31.505
2003,POR,15,1,41,Alex WEBER,JPN,Quantum Motorsports Group 38,Aprilia Racing APRILIA,47:46:123,147.13,+57.118
2003,GER,1,25,15,Daniel MILLER,SPA,Nexus Motorsports Group 34,Movistar Honda HONDA,42:42:180,154.798,0
2003,GER,2,20,46,Alex WEBER,ITA,Apex Racing Group 1,Honda HONDA,42:42:240,154.795,+0.060
2003,GER,3,16,12,Lewis TSUNODA,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,42:55:387,154.004,+13.207
2003,GER,4,13,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,42:58:701,153.806,+16.521
2003,GER,5,11,69,Hans VETTEL,USA,Apex Racing Group 1,Honda HONDA,42:58:743,153.804,+16.563
2003,GER,6,10,11,Carlos ROSSI,JPN,Aurora Racing Group 35,Pramac Pons HONDA,43:00:923,153.674,+18.743
2003,GER,7,9,56,Lucas NORRIS,JPN,Horizon GP Group 41,Yamaha Team YAMAHA,43:01:065,153.665,+18.885
2003,GER,8,8,7,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,43:08:345,153.233,+26.165
2003,GER,9,7,19,Leo GASLY,FRA,Apex Racing Group 37,Yamaha Team YAMAHA,43:10:461,153.108,+28.281
2003,GER,10,6,17,Charles SMITH,JPN,Phantom Team Group 42,Racing Team YAMAHA,43:11:339,153.056,+29.159
2003,GER,11,5,9,Lando ALBON,JPN,Zenith Racing Group 40,Team KR PROTON KR,43:11:496,153.047,+29.316
2003,GER,12,4,99,George SILVA,GBR,Zenith Racing Group 40,Team KR PROTON KR,43:12:607,152.981,+30.427
2003,GER,13,3,6,Oliver LECLERC,JPN,Stratus Motorsport Group 7,Honda HONDA,43:31:760,151.859,+49.580
2003,GER,14,2,45,Pierre MARQUEZ,USA,Quantum Motorsports Group 38,Aprilia Racing APRILIA,43:35:624,151.634,+53.444
2003,GER,15,1,10,Daniel MILLER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,43:39:692,151.399,+57.512
2003,GBR,1,25,3,Lando ALBON,ITA,Aurora Racing Group 35,Pramac Pons HONDA,46:07:688,157.041,0
2003,GBR,2,20,15,Daniel MILLER,SPA,Nexus Motorsports Group 34,Movistar Honda HONDA,46:14:826,156.637,+7.138
2003,GBR,3,16,46,Alex WEBER,ITA,Apex Racing Group 1,Honda HONDA,46:16:482,156.543,+8.794
2003,GBR,4,13,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,46:20:729,156.304,+13.041
2003,GBR,5,11,12,Lewis TSUNODA,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,46:23:957,156.123,+16.269
2003,GBR,6,10,7,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,46:34:773,155.518,+27.085
2003,GBR,7,9,41,Alex WEBER,JPN,Quantum Motorsports Group 38,Aprilia Racing APRILIA,46:35:350,155.486,+27.662
2003,GBR,8,8,69,Hans VETTEL,USA,Apex Racing Group 1,Honda HONDA,46:39:700,155.244,+32.012
2003,GBR,9,7,56,Lucas NORRIS,JPN,Horizon GP Group 41,Yamaha Team YAMAHA,46:42:487,155.09,+34.799
2003,GBR,10,6,45,Pierre MARQUEZ,USA,Quantum Motorsports Group 38,Aprilia Racing APRILIA,46:42:689,155.079,+35.001
2003,GBR,11,5,21,Alex WEBER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,46:55:853,154.354,+48.165
2003,GBR,12,4,71,Marcio HAMILTON,JPN,Velocity Team Group 39,Grand Prix Team SUZUKI,47:08:111,153.684,+60.423
2003,GBR,13,3,6,Oliver LECLERC,JPN,Stratus Motorsport Group 7,Honda HONDA,47:13:848,153.373,+66.160
2003,GBR,14,2,23,John DUPONT,JPN,Nexus Motorsports Group 34,Movistar Honda HONDA,47:22:554,152.903,+74.866
2003,GBR,15,1,9,Lando ALBON,JPN,Zenith Racing Group 40,Team KR PROTON KR,47:37:979,152.078,+90.291
2003,AUS,1,25,46,Alex WEBER,ITA,Apex Racing Group 1,Honda HONDA,41:54:543,172.006,0
2003,AUS,2,20,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,41:59:755,171.65,+5.212
2003,AUS,3,16,69,Hans VETTEL,USA,Apex Racing Group 1,Honda HONDA,42:06:582,171.186,+12.039
2003,AUS,4,13,15,Daniel MILLER,SPA,Nexus Motorsports Group 34,Movistar Honda HONDA,42:06:613,171.184,+12.070
2003,AUS,5,11,11,Carlos ROSSI,JPN,Aurora Racing Group 35,Pramac Pons HONDA,42:06:837,171.169,+12.294
2003,AUS,6,10,19,Leo GASLY,FRA,Apex Racing Group 37,Yamaha Team YAMAHA,42:22:560,170.11,+28.017
2003,AUS,7,9,56,Lucas NORRIS,JPN,Horizon GP Group 41,Yamaha Team YAMAHA,42:22:587,170.108,+28.044
2003,AUS,8,8,7,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,42:34:655,169.304,+40.112
2003,AUS,9,7,10,Daniel MILLER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,42:35:953,169.218,+41.410
2003,AUS,10,6,6,Oliver LECLERC,JPN,Stratus Motorsport Group 7,Honda HONDA,42:44:445,168.658,+49.902
2003,AUS,11,5,99,George SILVA,GBR,Zenith Racing Group 40,Team KR PROTON KR,42:45:803,168.568,+51.260
2003,AUS,12,4,21,Alex WEBER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,42:48:644,168.382,+54.101
2003,AUS,13,3,8,Pierre MARQUEZ,AUS,Apex Racing Group 13,Racing Team KAWASAKI,42:49:322,168.337,+54.779
2003,AUS,14,2,41,Alex WEBER,JPN,Quantum Motorsports Group 38,Aprilia Racing APRILIA,42:56:063,167.897,+61.520
2003,AUS,15,1,88,Hans VETTEL,AUS,Apex Racing Group 13,Racing Team KAWASAKI,43:00:623,167.6,+66.080
2003,MAL,1,25,46,Alex WEBER,ITA,Apex Racing Group 1,Honda HONDA,43:42:457,159.998,0
2003,MAL,2,20,15,Daniel MILLER,SPA,Nexus Motorsports Group 34,Movistar Honda HONDA,43:44:499,159.873,+2.042
2003,MAL,3,16,3,Lando ALBON,ITA,Aurora Racing Group 35,Pramac Pons HONDA,43:50:101,159.533,+7.644
2003,MAL,4,13,69,Hans VETTEL,USA,Apex Racing Group 1,Honda HONDA,43:56:190,159.164,+13.733
2003,MAL,5,11,7,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,43:56:246,159.161,+13.789
2003,MAL,6,10,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,44:03:024,158.752,+20.567
2003,MAL,7,9,11,Carlos ROSSI,JPN,Aurora Racing Group 35,Pramac Pons HONDA,44:05:906,158.579,+23.449
2003,MAL,8,8,56,Lucas NORRIS,JPN,Horizon GP Group 41,Yamaha Team YAMAHA,44:09:197,158.382,+26.740
2003,MAL,9,7,12,Lewis TSUNODA,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,44:14:606,158.059,+32.149
2003,MAL,10,6,6,Oliver LECLERC,JPN,Stratus Motorsport Group 7,Honda HONDA,44:23:013,157.56,+40.556
2003,MAL,11,5,33,Lewis TSUNODA,ITA,Nebula GP Group 36,Yamaha Team YAMAHA,44:26:320,157.365,+43.863
2003,MAL,12,4,41,Alex WEBER,JPN,Quantum Motorsports Group 38,Aprilia Racing APRILIA,44:27:070,157.321,+44.613
2003,MAL,13,3,45,Pierre MARQUEZ,USA,Quantum Motorsports Group 38,Aprilia Racing APRILIA,44:37:124,156.729,+54.667
2003,MAL,14,2,10,Daniel MILLER,USA,Velocity Team Group 39,Grand Prix Team SUZUKI,44:45:144,156.261,+62.687
2003,MAL,15,1,4,Carlos ROSSI,BRA,Apex Racing Group 37,Yamaha Team YAMAHA,44:45:463,156.243,+63.006
2013,VAL,1,25,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,46:11:302,156.1,0
2013,VAL,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,46:15:236,155.9,+3.934
2013,VAL,3,16,93,Oliver LECLERC,SPA,Apex Racing Group 1,Honda Team HONDA,46:18:659,155.7,+7.357
2013,VAL,4,13,46,Alex WEBER,ITA,Phantom Team Group 42,Factory Racing YAMAHA,46:21:881,155.5,+10.579
2013,VAL,5,11,19,George SILVA,SPA,Stratus Motorsport Group 43,Honda Gresini HONDA,46:26:267,155.2,+14.965
2013,VAL,6,10,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,46:35:701,154.7,+24.399
2013,VAL,7,9,38,George SILVA,GBR,Velocity Team Group 3,YAMAHA,46:40:345,154.5,+29.043
2013,VAL,8,8,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,46:51:195,153.9,+39.893
2013,VAL,9,7,4,Oliver LECLERC,ITA,Zenith Racing Group 4,Team DUCATI,47:04:498,153.1,+53.196
2013,VAL,10,6,51,Hans VETTEL,ITA,Zenith Racing Group 4,Test Team DUCATI,47:14:285,152.6,+62.983
2013,VAL,11,5,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,47:15:499,152.5,+64.197
2013,VAL,12,4,8,John DUPONT,SPA,Apex Racing Group 25,Blusens FTR,47:18:128,152.4,+66.826
2013,VAL,13,3,71,Lucas NORRIS,NGM,Titan GP Group 45,Forward Racing FTR KAWASAKI,47:22:783,152.2,+71.481
2013,VAL,14,2,9,Arthur RUSSELL,ITA,Nexus Motorsports Group 46,IodaRacing Project IODA-SUTER,47:24:945,152.0,+73.643
2013,VAL,15,1,5,Oliver LECLERC,NGM,Titan GP Group 45,Forward Racing FTR KAWASAKI,47:35:551,151.5,+84.249
2013,ARA,1,25,93,Oliver LECLERC,SPA,Apex Racing Group 1,Honda Team HONDA,42:04:459,166.6,0
2013,ARA,2,20,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,42:05:815,166.5,+1.356
2013,ARA,3,16,46,Alex WEBER,ITA,Phantom Team Group 42,Factory Racing YAMAHA,42:17:386,165.7,+12.927
2013,ARA,4,13,19,George SILVA,SPA,Stratus Motorsport Group 43,Honda Gresini HONDA,42:18:246,165.7,+13.787
2013,ARA,5,11,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,42:18:432,165.7,+13.973
2013,ARA,6,10,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,42:19:121,165.6,+14.662
2013,ARA,7,9,38,George SILVA,GBR,Velocity Team Group 3,YAMAHA,42:35:679,164.5,+31.220
2013,ARA,8,8,4,Oliver LECLERC,ITA,Zenith Racing Group 4,Team DUCATI,42:45:130,163.9,+40.671
2013,ARA,9,7,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,42:57:872,163.1,+53.413
2013,ARA,10,6,29,Diego RICCIARDO,ITA,Aurora Racing Group 47,Pramac Racing DUCATI,42:59:526,163.0,+55.067
2013,ARA,11,5,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,43:02:460,162.8,+58.001
2013,ARA,12,4,68,Pierre MARQUEZ,COL,Nebula GP Group 48,Pramac Racing DUCATI,43:09:972,162.4,+65.513
2013,ARA,13,3,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,43:11:048,162.3,+66.589
2013,ARA,14,2,7,Hans VETTEL,JPN,Apex Racing Group 25,Blusens FTR,43:13:133,162.2,+68.674
2013,ARA,15,1,71,Lucas NORRIS,NGM,Titan GP Group 45,Forward Racing FTR KAWASAKI,43:13:589,162.1,+69.130
2013,JPN,1,25,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,42:35:291,162.3,0
2013,JPN,2,20,93,Oliver LECLERC,SPA,Apex Racing Group 1,Honda Team HONDA,42:38:479,162.1,+3.188
2013,JPN,3,16,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:39:883,162.1,+4.592
2013,JPN,4,13,19,George SILVA,SPA,Stratus Motorsport Group 43,Honda Gresini HONDA,42:55:046,161.1,+19.755
2013,JPN,5,11,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,42:58:101,160.9,+22.810
2013,JPN,6,10,46,Alex WEBER,ITA,Phantom Team Group 42,Factory Racing YAMAHA,42:59:928,160.8,+24.637
2013,JPN,7,9,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,43:02:787,160.6,+27.496
2013,JPN,8,8,38,George SILVA,GBR,Velocity Team Group 3,YAMAHA,43:06:260,160.4,+30.969
2013,JPN,9,7,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,43:12:301,160.0,+37.010
2013,JPN,10,6,4,Oliver LECLERC,ITA,Zenith Racing Group 4,Team DUCATI,43:18:235,159.7,+42.944
2013,JPN,11,5,21,Arthur RUSSELL,YSP,Apex Racing Group 49,Team YAMAHA,43:28:636,159.0,+53.345
2013,JPN,12,4,5,Oliver LECLERC,NGM,Titan GP Group 45,Forward Racing FTR KAWASAKI,43:38:504,158.4,+63.213
2013,JPN,13,3,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,43:42:131,158.2,+66.840
2013,JPN,14,2,29,Diego RICCIARDO,ITA,Aurora Racing Group 47,Pramac Racing DUCATI,43:43:509,158.1,+68.218
2013,JPN,15,1,68,Pierre MARQUEZ,COL,Nebula GP Group 48,Pramac Racing DUCATI,43:53:531,157.5,+78.240
2013,ITA,1,25,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,41:40:733,173.7,0
2013,ITA,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,41:46:133,173.3,+5.400
2013,ITA,3,16,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,41:47:145,173.2,+6.412
2013,ITA,4,13,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,42:00:054,172.4,+19.321
2013,ITA,5,11,4,Oliver LECLERC,ITA,Zenith Racing Group 4,Team DUCATI,42:00:273,172.3,+19.540
2013,ITA,6,10,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,42:07:054,171.9,+26.321
2013,ITA,7,9,51,Hans VETTEL,ITA,Zenith Racing Group 4,Test Team DUCATI,42:18:877,171.1,+38.144
2013,ITA,8,8,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,42:20:535,171.0,+39.802
2013,ITA,9,7,38,George SILVA,GBR,Velocity Team Group 3,YAMAHA,42:20:976,170.9,+40.243
2013,ITA,10,6,8,John DUPONT,SPA,Apex Racing Group 25,Blusens FTR,42:29:125,170.4,+48.392
2013,ITA,11,5,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,42:29:213,170.4,+48.480
2013,ITA,12,4,9,Arthur RUSSELL,ITA,Nexus Motorsports Group 46,IodaRacing Project IODA-SUTER,42:54:441,168.7,+73.708
2013,ITA,13,3,29,Diego RICCIARDO,ITA,Aurora Racing Group 47,Pramac Racing DUCATI,42:55:334,168.6,+74.601
2013,ITA,14,2,5,Oliver LECLERC,NGM,Titan GP Group 45,Forward Racing FTR KAWASAKI,43:01:982,168.2,+81.249
2013,ITA,15,1,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing ART,43:06:471,167.9,+85.738
2013,USA,1,25,93,Oliver LECLERC,SPA,Apex Racing Group 1,Honda Team HONDA,44:01:695,157.4,0
2013,USA,2,20,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,44:03:993,157.3,+2.298
2013,USA,3,16,46,Alex WEBER,ITA,Phantom Team Group 42,Factory Racing YAMAHA,44:06:193,157.2,+4.498
